path,methods,current_authn,current_authz,proposed_guard,sub_batch,notes
src/app/api/credit/analyze/route.ts,GET;POST,none,none,withAuth,c,unauthenticated - wrap in withAuth
src/app/api/credit/factors/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/credits/balance/route.ts,GET,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/credits/history/route.ts,GET,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/credits/purchase/route.ts,POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/cron/check-dispute-status/route.ts,GET,cron-secret,none,PUBLIC,f,cron job - CRON_SECRET header check stays as the auth
src/app/api/cron/cleanup-expired-sessions/route.ts,GET,cron-secret,none,PUBLIC,f,cron job - CRON_SECRET header check stays as the auth
src/app/api/cron/dispute-followups/route.ts,GET,cron-secret,none,PUBLIC,f,cron job - CRON_SECRET header check stays as the auth
src/app/api/cron/financial-snapshots/route.ts,GET,cron-secret,none,PUBLIC,f,cron job - CRON_SECRET header check stays as the auth
src/app/api/cron/send-reminders/route.ts,GET,cron-secret,none,PUBLIC,f,cron job - CRON_SECRET header check stays as the auth
src/app/api/csrf/route.ts,GET,none,none,PUBLIC,f,CSRF token issuer - must be reachable pre-auth; genuinely public
src/app/api/disputes/[id]/route.ts,DELETE;GET;PATCH,validateFromHeaders,inline user.id ownership check,withAuth,f,inline JWT validation + ownership - wrap in withAuth; keep ownership check
src/app/api/disputes/[id]/send/route.ts,PATCH,validateFromHeaders,inline user.id ownership check,withAuth,f,inline JWT validation + ownership - wrap in withAuth; keep ownership check
src/app/api/disputes/generate-student-loan/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""disputes:create"")",withPermission(disputes:create),f,promote inline permission check to withPermission
src/app/api/disputes/generate/route.ts,GET;POST,getUser,none,withAuth,f,bare session read - wrap in withAuth
src/app/api/disputes/reasons/route.ts,GET,validateFromHeaders,none,withAuth,f,inline JWT validation; static reference data - wrap in withAuth
src/app/api/disputes/recommend-strategy/route.ts,POST,withAuth,none,withAuth,g,added 2026-08-17 - pure scenario-to-strategy mapping over a static catalogue; reads no user rows so there is nothing to scope. authn required because it is a product feature not a public API
src/app/api/disputes/route.ts,DELETE;GET;PATCH;POST,validateFromHeaders,none,withAuth,f,inline JWT validation - wrap in withAuth
src/app/api/disputes/stats/route.ts,GET,validateFromHeaders,none,withAuth,f,inline JWT validation - wrap in withAuth
src/app/api/disputes/strategies/[id]/route.ts,GET,withAuth,none,withAuth,g,added 2026-08-17 - reads a STATIC strategy catalogue by id; no user rows involved so there is nothing to scope. authn required as a product feature
src/app/api/disputes/strategies/route.ts,GET,validateFromHeaders,none,withAuth,f,inline JWT validation - wrap in withAuth
src/app/api/disputes/templates/[id]/route.ts,GET,withAuth,none,withAuth,f,added 2026-08-17 - one dispute letter template from the shared catalogue in lib/disputes/letter-templates.ts. No user-scoped data: every caller sees the same templates, so authz is none beyond requiring a session (the letter bodies are product IP). Slug ids only; path traversal is normalised away by URL parsing before the lookup
src/app/api/disputes/templates/route.ts,GET;POST,none,none,withAuth,f,unauthenticated - static templates but POST mutates; wrap in withAuth
src/app/api/documents/[id]/route.ts,GET;DELETE,withAuth,own-rows,withAuth,g,"added 2026-08-17 - path-segment wrapper over documentServiceDB.getDocument/deleteDocument which each take (documentId,userId) and filter on both; the collection serves the same operations via ?documentId= for the web client"
src/app/api/documents/[id]/download/route.ts,GET,withAuth,own-rows,withAuth,f,added 2026-08-17 - short-lived (5 min) presigned S3 download link for one of the caller's own documents. Ownership enforced in documentServiceDB.getDocument (filters id AND user_id); null becomes 404 so ids cannot be probed. Deliberately NOT the 7-day URL cached in s3_url and served by /api/documents/[id] - a week-long bearer credential to a tax return should not be what a download button mints
src/app/api/documents/route.ts,DELETE;GET;PATCH,getUser,inline user.id ownership check,withAuth,c,bare session read + ownership - wrap in withAuth; keep ownership check
src/app/api/documents/share/route.ts,DELETE;GET;POST,validateFromHeaders,"rbac.hasPermission(""documents:share""); inline ownership check",withPermission(documents:share),c,promote inline permission check; keep ownership check
src/app/api/documents/upload/route.ts,GET;POST,none,none,withAuth,c,unauthenticated - accepts userId from formData (IDOR) - wrap in withAuth
src/app/api/email/unsubscribe/route.ts,GET;POST,none,token in query,PUBLIC,f,unsubscribe via signed token in email link - token is the auth; genuinely public
src/app/api/federal-programs/route.ts,GET;POST,none,none,withAuth,f,unauthenticated - wrap in withAuth
src/app/api/federal/check-eligibility/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""federal_programs:check_eligibility"")",withPermission(federal_programs:check_eligibility),f,promote inline permission check to withPermission
src/app/api/federal/submit-application/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""federal_programs:submit_application"")",withPermission(federal_programs:submit_application),f,promote inline permission check to withPermission
src/app/api/federal/track-application/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""federal_programs:track_application"")",withPermission(federal_programs:track_application),f,promote inline permission check to withPermission
src/app/api/financial/accounts/[accountId]/route.ts,GET,withPermission,own-rows,withPermission,g,"added 2026-08-17 - single linked account; service-role read filtered by user_id AND id so a guessed accountId cannot reach another user. DELETE deliberately NOT added here - the revocable unit is the CONNECTION, not the account: Plaid /item/remove ends the whole Item. See src/app/api/financial/connections/[connectionId]/route.ts, added 2026-08-17"
src/app/api/financial/accounts/[accountId]/sync/route.ts,POST,withAuth,own-rows,withAuth,g,added 2026-08-17 - accountId read from pathname (withAuth does not forward params); item resolved from the account scoped to user_id so a guessed id cannot sync another user's connection
src/app/api/financial/accounts/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/connections/route.ts,GET,withPermission,"withPermission(""financial:read"")",withPermission(financial:read),c,new route - connections list for the mobile Connected Accounts screen
src/app/api/financial/connections/[connectionId]/route.ts,DELETE,withPermission,"withPermission(""financial:write"")",withPermission(financial:write),c,new route - revokes a Plaid Item via /item/remove then deletes its rows
src/app/api/financial/aggregated/route.ts,DELETE;GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/ai-insights/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/bills/[id]/negotiate/route.ts,POST,none,none,withAuth,c,unauthenticated - wrap in withAuth
src/app/api/financial/bills/[id]/outcome/route.ts,POST,none,none,withAuth,c,unauthenticated - wrap in withAuth
src/app/api/financial/bills/[id]/route.ts,DELETE;GET;PATCH,validateFromHeaders,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:write"")",withPermission(financial:read),c,multiple inline perms - GET financial:read mutations financial:write
src/app/api/financial/bills/analysis/route.ts,GET,none,none,withAuth,c,unauthenticated - wrap in withAuth
src/app/api/financial/bills/detect/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/bills/negotiate/[id]/route.ts,GET;PATCH;POST,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/bills/negotiate/route.ts,GET;POST,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/bills/optimizations/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/bills/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:write"")",withPermission(financial:read),c,multiple inline perms - GET financial:read POST financial:write
src/app/api/financial/bills/summary/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/budgets/[id]/route.ts,DELETE;GET;PATCH,validateFromHeaders,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:create_budgets"")",withPermission(financial:read),c,multiple inline perms - GET financial:read mutations financial:create_budgets
src/app/api/financial/budgets/adjust/route.ts,GET;POST,withPermission,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:write"")",withPermission,g,"POST added 2026-08-17 - applies suggested adjustments to the CALLER own budgets via budgetService scoped by user.id; never creates a budget, reports every before/after "and every skip. GET unchanged (financial:read)."
src/app/api/financial/budgets/alerts/route.ts,GET;PATCH,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/budgets/analyze/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/budgets/apply-recommendation/route.ts,POST,withAuth,own-rows,withAuth,g,added 2026-08-17 - applies ONE recommendation to the caller own budget in that category; getBudgetsByUser is scoped by user.id and no budget is ever created
src/app/api/financial/budgets/generate/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""financial:create_budgets"")",withPermission(financial:create_budgets),c,promote inline permission check to withPermission
src/app/api/financial/budgets/generate/zero-based/route.ts,POST,withPermission,financial:write,withPermission,f,added 2026-08-09 - already wrapped
src/app/api/financial/budgets/predict/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/budgets/recommendations/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/budgets/rollover/route.ts,GET;PATCH;POST,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/budgets/route.ts,GET;POST,withPermission,"withPermission(""financial:read""/""financial:create_budgets"")",withPermission(financial:read),c,already wrapped with withPermission - no change (AUTH-01 reference impl)
src/app/api/financial/budgets/summary/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/context/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:write"")",withPermission(financial:read),c,multiple inline perms - GET financial:read POST financial:write
src/app/api/financial/context/summary/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/credit-builder/ai-roadmap/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/credit-repair/ai-strategy/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/credit/ai-insights/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/credit/simulator/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""credit:read"")",withPermission(credit:read),c,promote inline permission check to withPermission
src/app/api/financial/dashboard/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/debt/[id]/route.ts,PATCH;DELETE,withAuth,own-rows,withAuth,g,"added 2026-08-17 - thin over debtService.updateDebt/deleteDebt which take (debtId,userId) and filter on both. DELETE checks getDebt first because deleting 0 rows is not a Postgres error, so the service cannot report whether anything was removed"
src/app/api/financial/debt/calculate/route.ts,POST,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/debt/route.ts,GET;POST,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/disputes/ai-strategy/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/export/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/goals/[id]/contribute/route.ts,POST,withPermission,own-rows,withPermission,g,"added 2026-08-17 - adds a contribution to the caller own goal; reads current_amount scoped by user_id+id then calls updateGoalProgress with the SUM, because that service takes an absolute total and forwarding the delta would erase prior progress"
src/app/api/financial/goals/[id]/investment/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:create_goals"")",withPermission(financial:create_goals),c,promote inline permission check to withPermission
src/app/api/financial/goals/[id]/route.ts,DELETE;GET;PATCH,validateFromHeaders,"rbac.hasPermission(""financial:create_goals""); inline ownership check",withPermission(financial:create_goals),c,promote inline permission check; keep ownership check
src/app/api/financial/goals/optimizations/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/goals/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""financial:create_goals"")",withPermission(financial:create_goals),c,promote inline permission check to withPermission
src/app/api/financial/health-score/route.ts,GET;POST,validateFromHeaders,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:write"")",withPermission(financial:read),c,multiple inline perms - GET financial:read POST financial:write
src/app/api/financial/health-score/v2/route.ts,GET;POST,validateFromHeaders,inline ownership check,withAuth,c,inline JWT validation + ownership - wrap in withAuth; keep ownership check
src/app/api/financial/income/detect/route.ts,GET;POST,getUser,none,withAuth,c,bare session read - wrap in withAuth
src/app/api/financial/income/gig/route.ts,GET;POST,getUser,none,withAuth,c,bare session read - wrap in withAuth
src/app/api/financial/income/route.ts,DELETE;GET;POST;PUT,getUser,none,withAuth,c,bare session read - wrap in withAuth
src/app/api/financial/insights/route.ts,GET;PATCH;POST,validateFromHeaders,"rbac.hasPermission(""financial:read"");rbac.hasPermission(""financial:write"")",withPermission(financial:read),c,multiple inline perms - GET financial:read mutations financial:write
src/app/api/financial/investments/ai-insights/route.ts,GET,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/monitoring/route.ts,GET,validateFromHeaders,none,withAuth,c,inline JWT validation - wrap in withAuth
src/app/api/financial/openapi/route.ts,GET,none,none,PUBLIC,c,OpenAPI spec document - public cache; genuinely public
src/app/api/financial/plaid/enrich/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""financial:read"")",withPermission(financial:read),c,promote inline permission check to withPermission
src/app/api/financial/plaid/exchange-token/route.ts,POST,validateFromHeaders,"rbac.hasPermission(""financial:link_accounts"")",withPermission(financial:link_accounts),c,promote inline permission check to withPermission
